street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,JoinID,Name
CENTRAL AVE,CENTRAL AVE,NA,NA,NA,NA,NA,828,829,G00011313,CENTRAL AVE
FLATBUSH AVE,FLATBUSH AVE,NA,2105,2161,2106,2126,1000,1001,G00011314,FLATBUSH AVE
GREENE AVE,GREENE AVE,NA,1503,1535,1544,1576,860,876,G00011315,GREENE AVE
90,90,NA,NA,NA,NA,NA,1080,1080,G00011316,90
ATLANTIC AVE,ATLANTIC AVE,NA,NA,NA,986,1060,112,169,G00011317,ATLANTIC AVE
BLAKE AVE,BLAKE AVE,NA,1109,1127,1110,1128,979,983,G00011318,BLAKE AVE
LINWOOD,LINWOOD,NA,889,953,890,954,984,984,G00011319,LINWOOD
ELMWOOD AVE,ELMWOOD AVE,NA,201,221,200,224,1029,1029,G00011320,ELMWOOD AVE
FULTON,FULTON,NA,2107,2141,2214,2254,721,722,G00011321,FULTON
FULTON,FULTON,NA,421,445,354,380,39,21,G00011322,FULTON
PRESIDENT,PRESIDENT,NA,1411,1475,1414,1480,668,668,G00011323,PRESIDENT
63,63,NA,1501,1571,1500,1572,1059,1059,G00011324,63
17 AVE,17 AVE,NA,4801,4823,4800,4824,1061,1061,G00011325,17 AVE
S THOMAS BOYLAND,HOPKINSON AVE,NA,349,351,352,364,644,645,G00011326,HOPKINSON AVE
VANDERVOORT AVE,VANDERVORT AVE,NA,NA,NA,NA,NA,409,409,G00011327,VANDERVORT AVE
13 AVE,13 AVE,NA,5001,5023,5000,5024,1062,1410,G00011328,13 AVE
E 52,E 52,NA,1205,1297,1206,1298,999,999,G00011329,E 52
CRESCENT,CRESCENT TER,NA,NA,NA,NA,NA,982,982,G00011330,CRESCENT TER
OLD FULTON,FULTON,NA,15,29,30,46,16,1,G00011331,FULTON
E 35,E 35,NA,2001,2071,2000,2072,1001,1001,G00011332,E 35
23,23,NA,235,297,NA,NA,125,125,G00011333,23
MESEROLE,MESEROLE,NA,345,351,354,364,416,416,G00011334,MESEROLE
3 AVE,3 AVE,NA,9701,9719,9700,9722,1081,1081,G00011335,3 AVE
M AVE,M AVE,NA,2201,2223,2200,2222,1008,1008,G00011336,M AVE
35,35,NA,NA,NA,NA,NA,1064,1064,G00011337,35
WORTMAN AVE,WORTMAN AVE,NA,327,349,328,350,984,984,G00011338,WORTMAN AVE
5 AVE,5 AVE,NA,448,460,447,459,542,542,G00011339,5 AVE
ROCKAWAY PKWY,ROCKAWAY PKWY,NA,1431,1469,1436,1468,987,987,G00011340,ROCKAWAY PKWY
OCEANIC AVE,OCEANIC AVE,NA,3800,3830,3801,3829,1043,1043,G00011341,OCEANIC AVE
ALBEMARLE RD,ALBEMARLE RD,NA,NA,NA,512,514,925,925,G00011342,ALBEMARLE RD
SUYDAM,SUYDAM,NA,NA,NA,264,324,846,846,G00011343,SUYDAM
VAN BRUNT,VAN BRUNT,NA,219,233,226,250,245,245,G00011344,VAN BRUNT
58,58,NA,NA,NA,902,976,1088,1088,G00011345,58
WILLIAMS AVE,WILLIAMS AVE,NA,601,609,600,618,803,803,G00011346,WILLIAMS AVE
BRIDGE,BRIDGE,NA,39,53,38,54,42,19,G00011347,BRIDGE
OCEAN AVE,OCEAN AVE,NA,961,1009,962,1010,1013,1014,G00011348,OCEAN AVE
HOYT,HOYT,NA,NA,NA,NA,NA,212,210,G00011349,HOYT
4 AVE,4 AVE,NA,NA,NA,692,708,124,118,G00011350,4 AVE
E 40,E 40,NA,865,941,870,936,996,996,G00011351,E 40
59,59,NA,601,679,600,670,158,158,G00011352,59
RIDGEWOOD AVE,RIDGEWOOD AVE,NA,193,217,194,218,965,973,G00011353,RIDGEWOOD AVE
E 21,E 21,NA,585,635,590,640,1013,1013,G00011354,E 21
DUMONT AVE,DUMONT AVE,NA,967,989,970,990,785,810,G00011355,DUMONT AVE
MC KEEVER PL,MC KEEVER PL,NA,NA,NA,NA,NA,682,682,G00011356,MC KEEVER PL
61,61,NA,1207,1291,1200,1268,1069,1069,G00011357,61
BATH AVE,BATH AVE,NA,1813,1845,1824,1844,1055,1055,G00011358,BATH AVE
78,78,NA,1001,1071,1000,1084,1071,1071,G00011359,78
GERRITSEN AVE,GERRITSEN AVE,NA,1957,1971,NA,NA,1001,1005,G00011360,GERRITSEN AVE
IRVING AVE,IRVING AVE,NA,123,137,104,122,863,846,G00011361,IRVING AVE
58,58,NA,1301,1327,1314,1342,1062,1069,G00011362,58
E 5,E 5,NA,1511,1581,1512,1580,1030,1030,G00011363,E 5
E 4,E 4,NA,NA,NA,NA,NA,1030,1030,G00011364,E 4
N 7,N 7,NA,1,47,2,50,275,275,G00011365,N 7
E 13,E 13,NA,1113,1183,1114,1180,1406,1406,G00011366,E 13
46,46,NA,1315,1367,1314,1368,1063,1409,G00011367,46
JEWEL,JEWELL,NA,171,197,144,170,376,376,G00011368,JEWELL
PACIFIC,PACIFIC,NA,1055,1145,1038,1120,169,170,G00011369,PACIFIC
COURT,COURT,NA,427,447,442,470,219,80,G00011370,COURT
AUTUMN AVE,RAILROAD AVE,NA,807,865,808,866,982,982,G00011371,RAILROAD AVE
CHURCH AVE,CHURCH AVE,NA,3501,3511,3500,3510,937,992,G00011372,CHURCH AVE
DELAVAN,DELEVAN,NA,43,79,44,80,245,245,G00011373,DELEVAN
DEAN,DEAN,NA,441,451,440,452,163,163,G00011374,DEAN
NEW YORK AVE,NEW YORK AVE,NA,NA,NA,206,230,653,655,G00011375,NEW YORK AVE
J AVE,J AVE,NA,NA,NA,3802,3824,999,999,G00011376,J AVE
WITHERS,WITHERS,NA,1,9,2,10,289,289,G00011377,WITHERS
JUNIUS,JUNIUS,NA,221,267,222,284,744,744,G00011378,JUNIUS
E 95,E 95,NA,1,81,2,82,955,955,G00011379,E 95
E 25,E 25,NA,315,381,314,380,1012,1012,G00011380,E 25
NOSTRAND AVE,NOSTRAND AVE,NA,2837,2899,2852,2892,1001,1001,G00011381,NOSTRAND AVE
METROPOLITAN AVE,METROPOLITAN AVE,NA,357,377,362,384,293,296,G00011382,METROPOLITAN AVE
TILDEN AVE,TILDEN AVE,NA,5101,5121,5100,5122,991,991,G00011383,TILDEN AVE
SAINT MARKS AVE,SAINT MARKS AVE,NA,1037,1105,1040,1122,631,648,G00011384,SAINT MARKS AVE
E 70,E 70,NA,2301,2379,2300,2380,1000,1000,G00011385,E 70
86,86,NA,NA,NA,NA,NA,1050,1050,G00011386,86
R AVE,R AVE,NA,3017,3039,3018,3040,1001,1001,G00011387,R AVE
41,41,NA,801,879,800,872,138,138,G00011388,41
MASPETH AVE,MASPETH AVE,NA,167,205,174,212,409,409,G00011389,MASPETH AVE
DENTON PL,DENTON PL,NA,2,26,1,25,216,216,G00011390,DENTON PL
EASTERN PKWY,EAST PKWY,NA,617,705,NA,NA,660,660,G00011391,EAST PKWY
LINWOOD,LINWOOD,NA,631,689,632,690,785,785,G00011392,LINWOOD
80,80,NA,NA,NA,500,580,1085,1085,G00011393,80
N 12,N 12,NA,NA,NA,216,230,289,289,G00011394,N 12
MARION,MARION,NA,61,123,70,128,702,703,G00011395,MARION
STARR,STARR,NA,307,333,296,342,865,865,G00011396,STARR
51,51,NA,901,969,900,972,1089,1088,G00011397,51
E 63,E 63,NA,NA,NA,NA,NA,1000,1000,G00011398,E 63
85,85,NA,101,173,100,166,1083,1083,G00011399,85
P AVE,P AVE,NA,299,321,300,322,1031,1031,G00011400,P AVE
HANCOCK,HANCOCK,NA,709,805,726,804,692,692,G00011401,HANCOCK
GRAHAM AVE,GRAHAM AVE,NA,337,357,346,364,306,306,G00011402,GRAHAM AVE
RIDGEWOOD AVE,RIDGEWOOD AVE,NA,1,25,2,26,769,769,G00011403,RIDGEWOOD AVE
COLONIAL RD,COLONIAL RD,NA,7301,7323,7300,7324,1100,1100,G00011404,COLONIAL RD
POWELL,POWELL,NA,1,58,2,59,746,746,G00011405,POWELL
OLD NEW UTRECHT RD,OLD NORTHWEST UTRECHT RD,NA,1715,1717,1706,1710,1061,1061,G00011406,OLD NORTHWEST UTRECHT RD
DUMONT AVE,DUMONT AVE,NA,NA,NA,494,516,805,805,G00011407,DUMONT AVE
E 9,E 9,NA,1381,1387,1384,1390,1030,1030,G00011408,E 9
IRVING AVE,IRVING AVE,NA,69,83,NA,NA,865,846,G00011409,IRVING AVE
LOMBARDY,LOMBARDY,NA,289,341,290,322,409,409,G00011410,LOMBARDY
DITMAS AVE,DITMAS AVE,NA,NA,NA,NA,NA,990,990,G00011411,DITMAS AVE
MANHATTAN AVE,MANHATTAN AVE,NA,845,861,846,862,382,374,G00011412,MANHATTAN AVE
6 AVE,6 AVE,NA,5601,5621,5600,5622,157,157,G00011413,6 AVE
DORCHESTER RD,DORCHESTER RD,NA,1801,1823,NA,NA,1014,1014,G00011414,DORCHESTER RD
NOSTRAND AVE,NOSTRAND AVE,NA,2377,2471,2378,2472,1008,1008,G00011415,NOSTRAND AVE
WITHERS,WITHERS,NA,11,63,12,64,297,298,G00011416,WITHERS
PACIFIC,PACIFIC,NA,67,111,68,110,53,53,G00011417,PACIFIC
OCEAN AVE,OCEAN AVE,NA,2633,2661,2634,2662,1004,1407,G00011418,OCEAN AVE
E 78,E 78,NA,NA,NA,NA,NA,990,990,G00011419,E 78
N 9,N 9,NA,45,81,44,80,276,277,G00011420,N 9
ORIENTAL BLVD,ORIENTAL,NA,1001,1099,NA,NA,1034,1034,G00011421,ORIENTAL
E 54,E 54,NA,355,411,354,418,990,991,G00011422,E 54
CONCORD,CONCORD,NA,195,215,196,212,48,50,G00011423,CONCORD
E 98,E 98,NA,NA,NA,NA,NA,987,987,G00011424,E 98
STATE,STATE,NA,473,549,512,564,30,30,G00011425,STATE
RICHARDSON,RICHARDSON,NA,225,241,226,242,408,408,G00011426,RICHARDSON
TOMPKINS AVE,TOMPKINS AVE,NA,209,227,200,222,491,491,G00011427,TOMPKINS AVE
PROVOST,PROVOST,NA,89,103,100,118,375,375,G00011428,PROVOST
JEROME AVE,JEROME AVE,NA,NA,NA,NA,NA,1004,1004,G00011429,JEROME AVE
PARADE PL,PARADE PL,NA,51,75,NA,NA,928,928,G00011430,PARADE PL
M AVE,M AVE,NA,2501,2521,2500,2522,1008,1008,G00011431,M AVE
BEDFORD AVE,BEDFORD AVE,NA,461,469,NA,NA,435,429,G00011432,BEDFORD AVE
6 AVE,6 AVE,NA,613,631,598,614,552,120,G00011433,6 AVE
BOGART,BOGART,NA,43,51,48,56,422,426,G00011434,BOGART
TURNER PL,TURNER PL,NA,17,43,18,42,1021,1021,G00011435,TURNER PL
14 AVE,14 AVE,NA,3403,3419,NA,NA,1064,1064,G00011436,14 AVE
MC KIBBIN,MC KIBBIN,NA,87,127,92,128,335,348,G00011437,MC KIBBIN
PROSPECT PL,PROSPECT PL,NA,1715,1795,1716,1792,645,645,G00011438,PROSPECT PL
GREENPOINT AVE,GREENPOINT AVE,NA,157,177,176,194,373,374,G00011439,GREENPOINT AVE
MESEROLE,MESEROLE,NA,49,81,52,84,325,325,G00011440,MESEROLE
V AVE,V AVE,NA,NA,NA,NA,NA,1038,1038,G00011441,V AVE
I AVE,I AVE,NA,201,225,200,226,1029,1029,G00011442,I AVE
FLUSHING AVE,FLUSHING AVE,NA,537,609,520,590,448,480,G00011443,FLUSHING AVE
BAY 46,BAY 46,NA,73,125,74,126,1048,1048,G00011444,BAY 46
BRIGHTON 7,BRIGHTON 07,NA,NA,NA,NA,NA,1035,1035,G00011445,BRIGHTON 07
STILLWELL AVE,STILLWELL AVE,W 14,NA,NA,NA,NA,1048,1048,G00011446,STILLWELL AVE
4 AVE,4 AVE,NA,NA,NA,262,272,535,216,G00011447,4 AVE
UTICA AVE,UTICA AVE,NA,NA,NA,NA,NA,999,999,G00011448,UTICA AVE
GARDNER AVE,GARDNER AVE,NA,NA,NA,NA,NA,409,409,G00011449,GARDNER AVE
EVERGREEN AVE,EVERGREEN AVE,NA,525,543,580,594,899,893,G00011450,EVERGREEN AVE
W 8,W 8,NA,1801,1893,1800,1894,1031,1031,G00011451,W 8
VANDERVOORT AVE,VANDERVORT AVE,NA,NA,NA,NA,NA,409,409,G00011452,VANDERVORT AVE
95,95,NA,NA,NA,NA,NA,1082,1082,G00011453,95
KNAPP,KNAPP,NA,NA,NA,NA,NA,1003,1003,G00011454,KNAPP
66,66,NA,NA,NA,NA,NA,1096,1096,G00011455,66
SKILLMAN,SKILLMAN,NA,247,291,246,294,106,104,G00011456,SKILLMAN
COLEMAN,COLEMAN,NA,1601,1673,1600,1674,1001,1001,G00011457,COLEMAN
UTICA AVE,UTICA AVE,NA,407,429,408,434,680,680,G00011458,UTICA AVE
E 24,MANSFIELD PL,MANSFIELD,2001,2077,2000,2078,1006,1006,G00011459,MANSFIELD PL
BAY 11,BAY 11,NA,85,157,86,154,1076,1076,G00011460,BAY 11
10 AVE,10 AVE,NA,7201,7223,7200,7224,1071,1071,G00011461,10 AVE
WILSON AVE,HAMBURG AVE,NA,401,407,374,382,884,885,G00011462,HAMBURG AVE
EASTERN PKWY,EAST PKWY,NA,NA,NA,NA,NA,645,665,G00011463,EAST PKWY
48,48,NA,501,583,500,584,145,147,G00011464,48
PARK AVE,PARK AVE,NA,255,275,248,266,82,82,G00011465,PARK AVE
DAHILL RD,DAHILL RD,NA,601,627,600,634,1027,1027,G00011466,DAHILL RD
50,50,NA,101,181,100,180,142,150,G00011467,50
GREEN,GREEN,NA,91,159,90,158,364,365,G00011468,GREEN
BEDFORD AVE,BEDFORD AVE,NA,971,989,996,1016,487,106,G00011469,BEDFORD AVE
E 49,E 49,NA,NA,NA,NA,NA,1001,1001,G00011470,E 49
BROADWAY,BROADWAY,NA,53,85,52,84,269,270,G00011471,BROADWAY
E 8,E 8,NA,1515,1587,1514,1588,1031,1031,G00011472,E 8
94,94,NA,201,279,200,278,1081,1081,G00011473,94
NEW UTRECHT AVE,NEW UTRECHT AVE,NA,7101,7125,7100,7126,1408,1412,G00011474,NEW UTRECHT AVE
ORANGE,ORANGE,NA,1,19,2,20,3,3,G00011475,ORANGE
BUSH,BUSH,NA,189,221,188,222,257,248,G00011476,BUSH
3 AVE,3 AVE,NA,9401,9425,9400,9408,1081,1081,G00011477,3 AVE
STOCKHOLM,STOCKHOLM,NA,217,279,212,264,851,852,G00011478,STOCKHOLM
CRESCENT,CRESCENT TER,NA,NA,NA,NA,NA,971,972,G00011479,CRESCENT TER
EMMONS AVE,EMMONS AVE,NA,NA,NA,NA,NA,1033,1034,G00011480,EMMONS AVE
EASTERN PKWY,EAST PKWY,NA,1741,1775,NA,NA,641,641,G00011481,EAST PKWY
LENOX RD,LENOX RD,NA,NA,NA,NA,NA,960,960,G00011482,LENOX RD
RICHARDS,RICHARD,NA,111,127,118,136,247,243,G00011483,RICHARD
DAHILL RD,DAHILL RD,NA,591,599,NA,NA,1027,1027,G00011484,DAHILL RD
FLUSHING AVE,FLUSHING AVE,NA,1053,1061,NA,NA,427,840,G00011485,FLUSHING AVE
LEWIS AVE,LEWIS AVE,NA,41,53,40,54,517,509,G00011486,LEWIS AVE
GLENWOOD RD,GLENWOOD RD,NA,3501,3521,3506,3524,997,997,G00011487,GLENWOOD RD
CHRISTOPHER AVE,CHRISTOPHER AVE,NA,NA,NA,428,470,804,802,G00011488,CHRISTOPHER AVE
WILLMOHR,LINDEN AVE,NA,NA,NA,NA,NA,957,961,G00011489,LINDEN AVE
WILSON,WILSON,NA,177,223,172,222,436,436,G00011490,WILSON
JOHNSON AVE,JOHNSON AVE,NA,131,171,128,162,334,334,G00011491,JOHNSON AVE
BROOKLYN AVE,BROOKLYN AVE,NA,1,19,2,20,614,605,G00011492,BROOKLYN AVE
U AVE,U AVE,NA,NA,NA,NA,NA,1005,1005,G00011493,U AVE
EASTERN PKWY,EAST PKWY,NA,1867,1905,NA,NA,720,722,G00011494,EAST PKWY
GLENWOOD RD,G AVE,G AVE,NA,NA,NA,NA,990,990,G00011495,G AVE
95 AVE,95 AVE,NA,NA,NA,NA,NA,971,971,G00011496,95 AVE
JORALEMON,JORALEMON,NA,159,199,150,200,12,12,G00011497,JORALEMON
SACKMAN,SACKMAN,NA,759,771,760,786,803,803,G00011498,SACKMAN
CONEY ISLAND AVE,CONEY IS AVE,NA,NA,NA,NA,NA,1407,1037,G00011499,CONEY IS AVE
BOX,BOX,NA,27,81,34,88,361,361,G00011500,BOX
RUGBY RD,RUGBY RD,NA,687,699,678,698,1029,1029,G00011501,RUGBY RD
CYPRESS AVE,CYPRESS AVE,NA,NA,NA,NA,NA,865,864,G00011502,CYPRESS AVE
HOYT,HOYT,NA,189,207,188,206,202,197,G00011503,HOYT
COLONIAL RD,COLONIAL RD,NA,NA,NA,NA,NA,1102,1102,G00011504,COLONIAL RD
P AVE,P AVE,NA,NA,NA,NA,NA,1001,1001,G00011505,P AVE
MC DONALD AVE,MAC DONALD AVE,NA,123,203,NA,NA,919,NA,G00011506,MAC DONALD AVE
7,7,NA,339,401,338,388,540,540,G00011507,7
19,19,NA,487,547,502,546,576,576,G00011508,19
QUENTIN RD,Q AVE,NA,417,439,418,440,1031,1031,G00011509,Q AVE
L AVE,L AVE,NA,10001,10021,10000,10022,988,988,G00011510,L AVE
B AVE,B AVE,NA,NA,NA,NA,NA,990,990,G00011511,B AVE
HOWARD AVE,HOWARD AVE,NA,NA,NA,NA,NA,959,959,G00011512,HOWARD AVE
4 AVE,4 AVE,NA,213,229,NA,NA,532,214,G00011513,4 AVE
83,83,NA,NA,NA,902,936,1085,1085,G00011514,83
LENOX RD,LENOX RD,NA,105,197,102,200,934,935,G00011515,LENOX RD
THROOP AVE,THROOP AVE,NA,325,343,350,368,516,491,G00011516,THROOP AVE
VAN SICKLEN,VAN SIKLER,NA,401,419,400,418,1038,1038,G00011517,VAN SIKLER
SNYDER AVE,SNYDER AVE,NA,3801,3823,NA,NA,992,992,G00011518,SNYDER AVE
U AVE,U AVE,NA,NA,NA,NA,NA,1037,1037,G00011519,U AVE
K AVE,K AVE,NA,3501,3523,3500,3524,1008,1008,G00011520,K AVE
11 AVE,11 AVE,NA,4801,4821,4800,4824,1067,1067,G00011521,11 AVE
L AVE,L AVE,NA,5201,5223,5200,5224,1000,1000,G00011522,L AVE
T AVE,T AVE,NA,NA,NA,NA,NA,1001,1001,G00011523,T AVE
FARRAGUT RD,FARRAGUT RD,NA,NA,NA,NA,NA,987,987,G00011524,FARRAGUT RD
HOWARD AVE,HOWARD AVE,NA,NA,NA,10,16,691,689,G00011525,HOWARD AVE
THROOP AVE,THROOP AVE,NA,69,87,84,98,456,456,G00011526,THROOP AVE
7 AVE,7 AVE,NA,NA,NA,608,620,NA,548,G00011527,7 AVE
WESTMINSTER RD,WESTMINSTER RD,NA,445,525,446,526,1025,1025,G00011528,WESTMINSTER RD
UNION AVE,UNION AVE,NA,NA,NA,150,164,308,309,G00011529,UNION AVE
NOSTRAND AVE,NOSTRAND AVE,NA,243,259,276,290,490,487,G00011530,NOSTRAND AVE
CHURCH AVE,CHURCH AVE,NA,4901,4923,4900,4924,951,991,G00011531,CHURCH AVE
13,13,NA,209,267,222,270,544,545,G00011532,13
STILLWELL AVE,STILLWELL AVE,W 14,NA,NA,NA,NA,1038,1049,G00011533,STILLWELL AVE
BUSHWICK AVE,BUSHWICK AVE,NA,1339,1363,1340,1362,904,904,G00011534,BUSHWICK AVE
WILLIAMS AVE,WILLIAMS AVE,NA,639,669,644,666,803,803,G00011535,WILLIAMS AVE
E 43,E 43,NA,177,247,178,248,992,992,G00011536,E 43
VAN SINDEREN AVE,VANSIDEREN AVE,NA,351,409,352,410,794,794,G00011537,VANSIDEREN AVE
GRANT AVE,GRANT AVE,NA,487,523,502,534,976,976,G00011538,GRANT AVE
WYCKOFF AVE,WYCKOFF AVE,NA,NA,NA,NA,NA,NA,NA,G00011539,WYCKOFF AVE
WYTHE AVE,WYTHE AVE,NA,707,725,742,760,437,437,G00011540,WYTHE AVE
MOORE,MOORE,NA,237,275,234,270,422,422,G00011541,MOORE
HEMLOCK,HEMLOCK,NA,NA,NA,NA,NA,982,982,G00011542,HEMLOCK
N 5,N 5,NA,29,63,26,64,282,282,G00011543,N 5
KINGS HWY,KINGSHIGWY,NA,NA,NA,NA,NA,957,957,G00011544,KINGSHIGWY
STERLING,STERLING,NA,307,365,308,368,681,681,G00011545,STERLING
FULTON,FULTON,NA,2693,2715,2694,2716,761,759,G00011546,FULTON
IRVING AVE,IRVING AVE,NA,431,449,442,460,882,883,G00011547,IRVING AVE
NEVINS,NEVINS,NA,325,341,320,334,215,212,G00011548,NEVINS
SHIPWAYS AVE,SHIPWAYS AVE,NA,NA,NA,NA,NA,428,428,G00011549,SHIPWAYS AVE
SMITH,SMITH,NA,345,353,330,340,217,217,G00011550,SMITH
L AVE,L AVE,NA,NA,NA,NA,NA,989,989,G00011551,L AVE
METROPOLITAN AVE,METROPOLITAN AVE,NA,639,685,638,686,302,311,G00011552,METROPOLITAN AVE
E 96,E 96,NA,1317,1341,1318,1342,988,988,G00011553,E 96
E 85,E 85,NA,1101,1181,1100,1182,989,989,G00011554,E 85
DAHILL RD,DAHILL RD,NA,401,407,NA,NA,1022,1064,G00011555,DAHILL RD
W 37,W 37,NA,2727,2753,2728,2754,1044,1044,G00011556,W 37
AMES,AMES,NA,NA,NA,NA,NA,962,962,G00011557,AMES
6 AVE,6 AVE,NA,7401,7425,7414,7424,1086,1086,G00011558,6 AVE
LINCOLN PL,LINCOLN PL,NA,1689,1731,1690,1728,665,665,G00011559,LINCOLN PL
SHORE RD,SHORE RD,NA,6901,7025,NA,NA,1100,1100,G00011560,SHORE RD
WILLIAMS AVE,WILLIAMS AVE,NA,249,301,250,304,793,793,G00011561,WILLIAMS AVE
VARICK AVE,VARICK AVE,NA,NA,NA,NA,NA,409,409,G00011562,VARICK AVE
41,41,NA,1011,1069,1010,1068,1090,1090,G00011563,41
E 17,E 17,NA,NA,NA,NA,NA,1407,1407,G00011564,E 17
OCEAN AVE,OCEAN AVE,NA,645,681,650,688,1018,1018,G00011565,OCEAN AVE
5,5,NA,NA,NA,NA,NA,428,428,G00011566,5
E 29,E 29,NA,2301,2381,2300,2382,1004,1004,G00011567,E 29
Y AVE,Y AVE,NA,551,577,552,578,1037,1037,G00011568,Y AVE
N 9,N 9,NA,199,233,206,236,289,289,G00011569,N 9
LLOYD,LLOYD,NA,3,9,2,6,993,993,G00011570,LLOYD
DEAN,DEAN,NA,1343,1419,1348,1410,626,626,G00011571,DEAN
SEIGEL,SEIGEL,NA,279,325,258,296,422,422,G00011572,SEIGEL
5 AVE,5 AVE,NA,339,357,344,364,538,538,G00011573,5 AVE
O AVE,O AVE,NA,1101,1113,1100,1114,1007,1007,G00011574,O AVE
V AVE,V AVE,NA,NA,NA,NA,NA,1038,1038,G00011575,V AVE
R AVE,R AVE,NA,NA,NA,NA,NA,1007,1006,G00011576,R AVE
VAN BRUNT,VAN BRUNT,NA,169,183,168,186,246,246,G00011577,VAN BRUNT
61,61,NA,511,535,510,564,1095,1095,G00011578,61
CLINTON,CLINTON,NA,133,149,146,162,12,11,G00011579,CLINTON
Z AVE,Z AVE,NA,NA,NA,NA,NA,1004,1004,G00011580,Z AVE
8,8,NA,365,421,352,400,561,560,G00011581,8
R AVE,R AVE,NA,3041,3063,3042,3064,1001,1001,G00011582,R AVE
MORGAN AVE,MORGAN AVE,NA,233,249,232,246,417,416,G00011583,MORGAN AVE
17 AVE,17 AVE,NA,8701,8759,8700,8754,1056,1075,G00011584,17 AVE
STUYVESANT AVE,STUYVESANT AVE,NA,19,35,30,44,518,518,G00011585,STUYVESANT AVE
E NEW YORK AVE,E NEW YORK AVE,NA,999,1005,1006,1014,680,955,G00011586,E NEW YORK AVE
NA,CLASSON AVE,NA,215,245,198,230,94,93,G00011587,CLASSON AVE
BUSHWICK AVE,BUSHWICK AVE,NA,9,23,2,24,413,306,G00011588,BUSHWICK AVE
NEW LOTS AVE,NEW LOTS AVE,NA,671,709,672,714,809,809,G00011589,NEW LOTS AVE
BATH AVE,BATH AVE,NA,1525,1547,1528,1542,1076,1076,G00011590,BATH AVE
E 55,E 55,NA,NA,NA,NA,NA,990,990,G00011591,E 55
HARRISON PL,HARRISON PL,NA,113,161,114,162,416,416,G00011592,HARRISON PL
MC DONALD AVE,MAC DONALD AVE,NA,371,467,372,470,924,924,G00011593,MAC DONALD AVE
MACON,MACON,NA,341,411,322,390,611,613,G00011594,MACON
U AVE,U AVE,NA,NA,NA,NA,NA,1001,1001,G00011595,U AVE
STEWART AVE,STEWART AVE,NA,NA,NA,NA,NA,416,416,G00011596,STEWART AVE
E 53,E 53,NA,1351,1415,1352,1416,1000,1000,G00011597,E 53
X AVE,X AVE,NA,1301,1323,1300,1324,1407,1407,G00011598,X AVE
JAY,JAY,NA,271,303,288,316,38,38,G00011599,JAY
WOODRUFF AVE,WOODRUFF AVE,NA,1,45,2,54,928,928,G00011600,WOODRUFF AVE
FULTON,FULTON,NA,1363,1371,1352,1358,603,605,G00011601,FULTON
E 84,E 84,NA,1101,1183,1100,1184,989,989,G00011602,E 84
E 37,E 37,NA,829,903,828,906,997,997,G00011603,E 37
SEAVIEW AVE,SKIDMORE AVE,NA,NA,NA,NA,NA,989,989,G00011604,SKIDMORE AVE
E 8,E 8,NA,137,167,130,166,926,926,G00011605,E 8
E 98,E 98,NA,NA,NA,NA,NA,987,987,G00011606,E 98
90,90,NA,623,639,624,640,1080,1080,G00011607,90
BROADWAY,BROADWAY,NA,961,979,NA,NA,820,518,G00011608,BROADWAY
BUSHWICK AVE,BUSHWICK AVE,NA,99,125,98,120,418,317,G00011609,BUSHWICK AVE
CENTER DR,CENTER DR,NA,NA,NA,NA,NA,NA,NA,G00011610,CENTER DR
WILLOW,WILLOW,NA,79,99,80,94,4,4,G00011611,WILLOW
WINTHROP,WINTHROP AVE,NA,NA,NA,NA,NA,954,954,G00011612,WINTHROP AVE
NEWEL,NEWELL,NA,133,165,132,176,377,377,G00011613,NEWELL
7 AVE,7 AVE,NA,423,437,424,440,555,556,G00011614,7 AVE
5 AVE,5 AVE,NA,NA,NA,750,758,NA,127,G00011615,5 AVE
2 AVE,2 AVE,NA,109,127,118,136,528,523,G00011616,2 AVE
DE GRAW,DE GRAW,NA,157,173,166,176,61,72,G00011617,DE GRAW
BRISTOL,BRISTOL,NA,1,75,2,62,730,730,G00011618,BRISTOL
AUTUMN AVE,AUTUMN AVE,NA,NA,NA,NA,NA,971,971,G00011619,AUTUMN AVE
CLINTON,CLINTON,NA,279,297,298,312,58,57,G00011620,CLINTON
BEDFORD AVE,BEDFORD AVE,NA,199,215,200,216,287,286,G00011621,BEDFORD AVE
WILLOUGHBY AVE,WILLOUGHBY AVE,NA,393,407,394,408,485,486,G00011622,WILLOUGHBY AVE
BRIGHTON 5 PL,BRIGHTON 05 PL,NA,NA,NA,NA,NA,1035,1035,G00011623,BRIGHTON 05 PL
HOWARD AVE,HOWARD AVE,NA,NA,NA,568,666,726,726,G00011624,HOWARD AVE
E 72,E 72,NA,2105,2177,2104,2176,1000,1000,G00011625,E 72
RUBY,RUBY,NA,NA,NA,NA,NA,981,981,G00011626,RUBY
NEW LOTS AVE,NEW LOTS AVE,NA,439,461,440,462,807,807,G00011627,NEW LOTS AVE
SHORE RD,SHORE RD,NA,8801,8809,NA,NA,1082,1082,G00011628,SHORE RD
THAMES,THAMES,NA,1,29,2,30,426,427,G00011629,THAMES
OCEAN AVE,OCEAN AVE,NA,2375,2449,2370,2442,1006,1006,G00011630,OCEAN AVE
41,41,NA,401,475,400,484,140,140,G00011631,41
FT HAMILTON PKWY,FORT HAMILTON AVE,NA,6901,6923,6900,6930,1071,1087,G00011632,FORT HAMILTON AVE
