XCoord,YCoord,OBJECTID,BK_STREET1910_FULL_STREE,BK_STREET1910_Y1910NAMESTREET,BK_STREET1910_Y1910LEFT_LOW,BK_STREET1910_Y1910LEFT_HIGH,BK_STREET1910_Y1910RIGHT_LOW,BK_STREET1910_Y1910RIGHT_HIGH,BK_STREET1910_JOINID,BK_STREET1910_Y1910NAMEALT,BK_STREET1910_MINUS_ED_ED,BK_STREET1910_PLUS_ED_ED
988462.34392556,191441.88324214,252,WILLOUGHBY ST,NULL,95,115,86,104,G00000505,NULL,226,227
1009313.57387655,173327.37419564,253,E  89 ST,NULL,NULL,NULL,NULL,NULL,G00000506,NULL,990,990
982203.40959305,161053.61806735,254,BAY 13 ST,NULL,1,81,2,84,G00000509,NULL,1075,1075
980057.63501322,185366.91671756,255,VAN BRUNT ST,NULL,403,419,424,440,G00000510,NULL,240,240
973528.39792732,166238.00606309,256,89 ST,NULL,17,97,18,98,G00000511,NULL,1083,1082
991153.57509164,161284.39860973,257,W  FIRST ST,NULL,1515,1543,1502,1556,G00000512,NULL,1031,1031
1006086.73551397,190324.12793173,258,BROADWAY,NULL,1389,1391,1390,1392,G00000517,NULL,891,689
984460.61472431,188651.04892881,259,HENRY ST,NULL,493,511,486,500,G00000522,NULL,63,72
1000213.66671551,200718.53922947,260,WITHERS ST,NULL,211,249,208,244,G00000523,NULL,410,410
992634.77636152,169111.05585665,261,FOSTER AVE,NULL,NULL,NULL,NULL,NULL,G00000528,NULL,1026,1029
1017188.32059422,184875.76940589,262,PITKIN AVE,NULL,2457,2479,2458,2484,G00000529,NULL,777,777
1002298.10305879,155059.29253653,263,AVE Y,NULL,NULL,NULL,NULL,NULL,G00000532,NULL,1003,1003
989466.10996264,159043.45820972,264,HIGHLAWN AVE,NULL,119,143,120,144,G00000536,NULL,1031,1031
1004040.72917439,180176.93554875,265,RUTLAND RD,NULL,NULL,NULL,NULL,NULL,G00000539,NULL,949,954
1004798.26368147,199062.80107114,266,GARDNER AVE,NULL,NULL,NULL,NULL,NULL,G00000540,NULL,416,416
1004735.94753314,170755.20775206,267,GLENWOOD RD,NULL,NULL,NULL,NULL,NULL,G00000541,NULL,995,999
985036.61258806,170747.73073289,268,52 ST,NULL,1101,1169,1102,1171,G00000542,NULL,1067,1067
990510.86207580,154979.08801044,269,86 ST,NULL,NULL,NULL,NULL,NULL,G00000544,NULL,1038,1038
1013271.51920868,183392.05534577,270,PENNSYLVAN AVE,NULL,283,329,286,332,G00000545,NULL,792,792
1010836.80475397,172962.07489343,271,FLATLAND AVE,NULL,9201,9229,NULL,NULL,G00000546,NULL,987,987
980244.47502668,170355.75645123,272,SEVENTH AVE,NULL,6401,6423,6402,6418,G00000547,NULL,1087,1096
999166.67077801,203525.59890406,273,NASSAU AVE,NULL,169,183,164,180,G00000548,NULL,393,393
1017608.80367714,185435.34013715,274,GLENMORE AVE,NULL,823,837,816,836,G00000549,NULL,977,977
985823.60084347,193055.54635339,275,COLLEGE PL,NULL,1,35,2,36,G00000552,NULL,4,4
988362.13735706,192229.12554139,276,BRIDGE ST,NULL,295,327,294,328,G00000553,NULL,226,40
997141.84559539,194831.20208686,277,MIDDLETON ST,NULL,59,103,48,94,G00000557,NULL,446,447
998742.35338504,201340.99748622,278,BAYARD ST,NULL,85,123,88,126,G00000559,NULL,405,404
994473.17491568,200507.76209198,279,WYTHE AVE,NULL,221,235,252,268,G00000560,NULL,284,283
976488.09982947,164963.82333747,280,FIFTH AVE,NULL,8825,8923,8902,8924,G00000562,NULL,1080,1080
985049.89168281,185842.02052789,281,LUQUER ST,NULL,207,215,188,210,G00000564,NULL,259,259
993593.53190736,198576.51611698,282,WYTHE AVE,NULL,375,389,408,424,G00000565,NULL,269,269
1005535.44560605,196792.93028282,283,WYCKOFF AVE,NULL,NULL,NULL,NULL,NULL,G00000566,NULL,865,865
996716.71029080,160551.16680848,284,E  18 ST,NULL,1715,1785,1716,1786,G00000568,NULL,1007,1007
998040.98749789,163068.83893847,285,E  24 ST,NULL,1483,1497,1480,1500,G00000570,NULL,1008,1008
998336.43966289,199033.46057864,286,LORIMER ST,NULL,525,547,526,548,G00000571,NULL,309,311
984109.56637785,173975.05301839,287,EIGHTH AVE,NULL,4401,4425,4402,4424,G00000572,NULL,146,146
1013711.49044159,183955.51714535,288,VERMONT ST,NULL,309,353,310,358,G00000575,NULL,757,757
991609.39799889,186071.57410090,289,SEVENTH AVE,NULL,7,19,8,24,G00000578,NULL,176,176
999237.93374370,197423.39173781,290,SCHOLES ST,NULL,81,117,80,114,G00000579,NULL,331,332
995637.89683415,196968.39254821,291,DIVISION AVE,NULL,225,239,200,224,G00000580,NULL,274,436
1001300.28708164,181132.90648481,292,EMPIRE BLVD,MALBONE ST,775,857,776,858,G00000582,NULL,679,679
1015329.72523006,180303.43635898,293,HEGEMAN AVE,NULL,635,657,636,658,G00000583,NULL,808,985
1013780.58151076,185630.18390756,294,ATLANTIC AVE,NULL,2719,2743,NULL,NULL,G00000584,NULL,760,760
995162.65007872,154946.64389681,295,CONEY IS AVE,NULL,NULL,NULL,NULL,NULL,G00000587,NULL,1407,1037
1005939.02419522,186643.99700460,296,RALPH AVE,NULL,0,0,0,0,G00000589,NULL,708,705
986182.86029556,160750.89738014,297,79 ST,NULL,2001,2075,2002,2084,G00000590,NULL,1057,1057
995063.33925372,173823.07710844,298,E  19 ST,NULL,217,269,200,272,G00000591,NULL,1018,1018
1005283.25611871,187666.57440064,299,BAINBRIDGE ST,NULL,277,351,278,356,G00000594,NULL,700,700
995841.32818330,189513.28309672,300,LEXINGTON AVE,NULL,69,125,66,118,G00000595,NULL,105,109
1013954.03408381,185402.55805048,301,BRADFORD ST,NULL,100,102,168,170,G00000596,NULL,760,760
993872.66578206,189077.39158006,302,WASHINGTON AVE,NULL,393,461,406,480,G00000597,NULL,108,474
998192.58496372,186296.56708923,303,NOSTRAND AVE,NULL,553,573,584,610,G00000599,NULL,624,623
1003127.05826254,190619.09739251,304,LEXINGTON AVE,NULL,699,761,660,724,G00000600,NULL,595,595
1003164.98135094,197033.92717614,305,KNICKERBOCKER AVE,NULL,1,27,2,28,G00000601,NULL,425,425
1008025.48983856,176910.44281690,306,E  94 ST,NULL,603,685,604,686,G00000602,NULL,987,987
1017487.29637422,182651.32372355,307,ESSEX ST,NULL,625,649,NULL,NULL,G00000603,NULL,810,810
985366.55943472,158041.70332348,308,BENSON AVE,NULL,2151,2201,2152,2202,G00000605,NULL,1052,1052
1009487.17162647,173339.24293831,309,BAY VIEW PL,NULL,8901,8923,8902,8924,G00000607,NULL,990,990
1020613.03582820,189044.02512493,310,NICHOLS AVE,NULL,195,239,206,236,G00000609,NULL,970,970
1003106.53822634,164666.25339456,311,AVE N,NULL,4401,4421,4402,4422,G00000610,NULL,1000,1000
995626.69770705,180690.01366981,312,STERLING ST,NULL,1,109,2,108,G00000613,NULL,682,682
999741.20608271,186351.61426270,313,BKLYN AVE,NULL,NULL,NULL,NULL,NULL,G00000614,NULL,625,625
1005679.50207648,176996.61062355,314,CHURCH AVE,NULL,NULL,NULL,NULL,NULL,G00000616,NULL,953,990
1009341.96037186,190798.06541654,315,ELDERT ST,NULL,171,233,180,232,G00000617,NULL,907,907
986900.92152347,191140.25966560,316,LIVINGSTON ST,NULL,77,115,78,116,G00000618,NULL,12,12
983249.95950126,177975.59816690,317,FOURTH AVE,NULL,NULL,NULL,920,934,G00000619,NULL,133,132
1002410.05159438,165345.38933944,318,FLATBUSH AVE,NULL,2003,NULL,2004,NULL,G00000620,NULL,1000,1001
1010158.48426022,191891.97584590,319,ELDERT ST,NULL,297,NULL,298,NULL,G00000622,NULL,909,909
987182.14569855,180998.66101839,320,PROSPECT AVE,PROSPECT AVE,241,301,236,302,G00000625,NULL,547,120
998570.37784331,188015.89928047,321,HANCOCK ST,NULL,149,239,148,230,G00000626,NULL,603,603
999705.28370997,156257.56975264,322,AVE W,NULL,NULL,NULL,NULL,NULL,G00000630,NULL,1004,1004
998254.75347456,151328.23266252,323,SHORE BLVD,NULL,NULL,NULL,500,540,G00000631,NULL,1034,1034
1007746.76978925,164810.75321570,324,E  64 ST,NULL,NULL,NULL,NULL,NULL,G00000635,NULL,1000,1000
1017277.51523266,181880.81404038,325,ELTON ST,NULL,NULL,NULL,666,734,G00000636,NULL,810,810
988796.88886014,183528.24454190,326,6 ST,NULL,341,393,346,404,G00000637,NULL,539,540
1018993.37275839,182019.84532773,327,MONTAUK AVE,NULL,457,511,458,512,G00000639,NULL,983,983
993522.84053026,150161.76189835,328,BR 1 ST,NULL,NULL,NULL,NULL,NULL,G00000641,NULL,1035,1035
994755.21322955,175020.68445731,329,ALBEMARLE RD,NULL,1801,1819,1802,1820,G00000644,NULL,1017,1018
993879.47597185,169114.09735319,330,WESTMINSTER RD,NULL,703,793,704,796,G00000645,NULL,1406,1406
1009644.14801855,192726.67890090,331,IRVING AVE,NULL,451,469,462,480,G00000646,NULL,882,908
996878.47341873,189261.00013673,332,BEDFORD AVE,NULL,1091,1109,NULL,NULL,G00000650,NULL,579,110
983474.66705710,166265.57598332,333,BAY RIDGE AVE,NULL,1301,NULL,1302,NULL,G00000651,NULL,1070,1070
992875.91646322,192856.87204602,334,PARK AVE,NULL,235,253,226,246,G00000652,NULL,82,82
998888.05749010,159099.85737514,335,BEDFORD AVE,NULL,4009,4091,4002,4088,G00000653,NULL,1006,1006
999652.98378176,193642.29682031,336,PARK AVE,NULL,765,781,766,782,G00000654,NULL,500,498
1005994.49445414,182105.06338400,337,UNION ST,NULL,NULL,NULL,NULL,NULL,G00000656,NULL,726,726
998197.84906080,195199.16230893,338,HARRISON AVE,NULL,135,153,140,158,G00000657,NULL,450,449
999670.75293913,173730.67735885,339,CLARENDON RD,NULL,NULL,NULL,NULL,NULL,G00000658,NULL,992,994
998411.51497205,183949.08162673,340,SAINT JOHNS PL,NULL,845,919,844,926,G00000659,NULL,659,659
1007679.64079272,195735.88187198,341,SAINT NICHOLAS'S AVE,NULL,181,199,182,200,G00000660,NULL,860,860
1002018.75021164,174262.10165689,342,CORTELYOU RD,NULL,NULL,NULL,NULL,NULL,G00000664,NULL,992,992
989681.24568722,169558.39091998,343,17 AVE,NULL,4401,4423,4402,4424,G00000665,NULL,1027,1061
978910.83120447,172424.95490468,344,FOURTH AVE,NULL,6101,6123,NULL,NULL,G00000666,NULL,1095,1101
1003155.78025384,162834.56414456,345,RYDER ST,NULL,1801,1881,1802,1882,G00000667,NULL,1001,1001
1008366.70142647,171800.41235456,346,GLENWOOD RD,NULL,NULL,NULL,NULL,NULL,G00000668,AVE G,990,990
1013290.28393493,182577.05549939,347,BLAKE AVE,NULL,625,647,626,648,G00000670,NULL,792,806
997933.10106668,189148.51955460,348,NOSTRAND AVE,NULL,351,367,390,404,G00000673,NULL,582,579
999408.73574664,194810.39159698,349,THROOP AVE,NULL,89,105,100,120,G00000676,NULL,458,457
993920.43487943,150497.51598406,350,BRGHTN 3 ST,NULL,NULL,NULL,NULL,NULL,G00000677,NULL,1035,1035
1009979.59034571,179022.00640586,351,LOTT AVE,NULL,NULL,NULL,NULL,NULL,G00000678,NULL,964,964
995469.76068497,192601.64306173,352,KENT AVE,NULL,813,873,824,886,G00000679,NULL,88,86
991570.49223680,174355.94497315,353,CHURCH AVE,NULL,601,619,602,620,G00000683,NULL,926,1021
981252.80289847,162834.09170456,354,14 AVE,NULL,8401,8423,8402,8424,G00000684,NULL,1077,1078
982993.84272347,149657.88101635,355,LYME AVE,NULL,3702,3726,3701,3725,G00000685,NULL,1044,1044
989085.33644597,165039.97147915,356,20 AVE,NULL,5901,5923,5902,5922,G00000687,NULL,1058,1058
990493.65384594,192227.63127721,357,AUBURN PL,NULL,1,15,2,24,G00000688,NULL,225,225
1008639.06308647,179630.37176023,358,AMBOY ST,NULL,435,445,NULL,NULL,G00000689,NULL,962,962
994788.00351830,171045.46947468,359,NEWKIRK AVE,NULL,1601,1623,1602,1624,G00000690,NULL,1014,1014
986580.85490639,191133.81955381,360,COURT ST,NULL,79,99,76,92,G00000692,NULL,12,12
990391.98557151,187970.63067023,361,DEAN ST,NULL,373,439,372,438,G00000697,NULL,162,162
993374.45811705,159759.76091097,362,OCEAN PKWY,NULL,NULL,NULL,1758,1800,G00000699,NULL,1031,1031
998152.27500497,185742.27029756,363,NOSTRAND AVE,NULL,593,613,630,646,G00000700,NULL,624,623
994577.96520004,160442.00679531,364,KINGSHIGWY,NULL,903,969,902,946,G00000702,NULL,1031,1031
1002655.54486980,161385.62380098,365,E  34 ST,NULL,1901,1973,1902,1974,G00000703,NULL,1001,1001
993791.67476064,153825.72044211,366,AVE Y,NULL,NULL,NULL,NULL,NULL,G00000706,NULL,1037,1037
999227.16622788,174243.76015814,367,NEW YORK AVE,NULL,1143,1171,1144,1166,G00000708,NULL,992,1404
1006317.31084023,166217.59871706,368,E  57 ST,NULL,1207,1285,1208,1286,G00000711,NULL,1000,1000
1001785.52380801,195874.78415323,369,MOORE ST,NULL,161,235,160,232,G00000712,NULL,422,423
1006100.61671980,193634.44775464,370,WILSON AVE,HAMBURG AVE],241,255,222,240,G00000713,NULL,857,827
1008844.90096205,189913.87945232,371,EVERGREEN AVE,NULL,NULL,NULL,682,698,G00000714,NULL,906,902
1001462.00066897,183423.90239494,372,LINCOLN PL,NULL,1125,1207,1126,1208,G00000715,NULL,661,661
1002675.63177189,176059.43073940,373,SNYDER AVE,NULL,4601,4623,4602,4624,G00000717,NULL,991,991
996284.81975039,201555.85874905,374,N  10 ST,NULL,121,149,130,160,G00000718,NULL,280,279
1001081.01258580,177564.13245440,375,ALBANY AVE,NULL,781,839,782,840,G00000721,NULL,944,944
996599.22528955,171216.30427081,376,E  23 ST,NULL,509,583,510,584,G00000722,NULL,1010,1010
1007452.73835939,186571.31735993,377,SARATOGA AVE,NULL,215,219,212,214,G00000723,NULL,713,708
1007871.89762606,177291.66416731,378,A AVE,NULL,NULL,NULL,NULL,NULL,G00000726,NULL,961,987
995122.03664289,200131.09945948,379,N  THIRD ST,NULL,115,155,118,154,G00000727,NULL,286,285
1006964.48638314,171191.77840123,380,E  77 ST,NULL,NULL,NULL,NULL,NULL,G00000729,NULL,990,990
987499.52760972,162411.43851443,381,71 ST,NULL,2001,2067,2002,2070,G00000735,NULL,1057,1057
997512.00561622,197961.75832573,382,HOOPER ST,NULL,389,371,402,382,G00000736,NULL,307,310
990404.93190388,177697.56230564,383,18 ST,NULL,NULL,NULL,NULL,NULL,G00000737,NULL,920,920
987534.34539888,191774.10671727,384,PEARL ST,NULL,349,393,348,392,G00000738,NULL,39,39
989324.22549506,187639.96845303,385,WARREN ST,NULL,539,601,564,620,G00000743,NULL,206,207
1017162.05916380,188768.86201339,386,FORCE TUBE AVE,NULL,NULL,NULL,NULL,NULL,G00000744,NULL,965,965
1001411.89446997,194480.65800448,387,BEAVER ST,NULL,28,52,25,43,G00000749,NULL,814,812
1003002.50316539,163215.48693914,388,R AVE,NULL,NULL,NULL,NULL,NULL,G00000750,NULL,1001,1001
997798.40924289,149973.53081156,389,BEAUMONT ST,NULL,101,199,100,198,G00000751,NULL,1034,1034
999899.38109080,169360.93445793,390,E  34 ST,NULL,1003,1023,1004,1024,G00000755,NULL,997,997
1004178.70143634,177537.55278315,391,LINDEN BLVD,LINDEN AVE,795,817,796,818,G00000759,NULL,952,952
1004055.70955634,195997.10182198,392,KNICKERBOCKER AVE,NULL,135,139,140,144,G00000760,NULL,842,840
987104.99351980,194736.01820012,393,WASHINGTON ST,NULL,91,115,82,108,G00000761,NULL,17,16
977254.60096071,163968.18976290,394,DAHLGREEN PL,CONCOR ST,97,155,98,156,G00000764,NULL,1080,1080
976208.56954864,172164.44525510,395,67 ST,NULL,NULL,NULL,130,158,G00000765,NULL,1102,1102
1013937.89910951,182123.29295547,396,DUMONT AVE,NULL,685,707,686,708,G00000766,NULL,807,807
999730.91177551,194068.40013477,397,THROOP AVE,NULL,147,163,162,178,G00000770,NULL,505,500
996098.11080622,154948.35321098,398,X AVE,NULL,NULL,NULL,NULL,NULL,G00000771,NULL,1407,1407
1000426.13036539,161536.83888568,399,BURNETT ST,NULL,NULL,NULL,NULL,NULL,G00000772,NULL,1001,1001
989421.70388347,171258.84683664,400,40 ST,NULL,NULL,NULL,NULL,NULL,G00000773,NULL,1064,1064
987419.54794685,195048.63423073,401,ADAMS ST,NULL,61,87,58,82,G00000775,NULL,18,17
992058.36511277,163960.09027277,402,AVE M,NULL,301,321,302,322,G00000781,NULL,1030,1030
992070.76830318,155707.66599680,403,W  FIRST ST,NULL,NULL,NULL,NULL,NULL,G00000784,NULL,1037,1037
1005026.28321048,176998.93219796,404,CHURCH AVE,NULL,5501,5523,5502,5524,G00000789,NULL,953,990
1006601.13162173,175712.88719048,405,E  87 ST,NULL,NULL,NULL,NULL,NULL,G00000790,NULL,990,990
992439.89322110,159470.71457306,406,KINGSHIGWY,NULL,NULL,NULL,NULL,NULL,G00000791,NULL,1031,1031
994806.53661772,164529.57847106,407,E  13 ST,NULL,1267,1299,1272,1300,G00000792,NULL,1009,1009
995252.66958372,165091.77747789,408,E  15 ST,NULL,1201,1250,1202,1243,G00000793,NULL,1009,1009
992814.81176259,169975.77476369,409,E  8 ST,NULL,NULL,NULL,NULL,NULL,G00000795,NULL,1026,1026
1009371.37297355,186100.79976422,410,HERKIMER ST,NULL,1315,1353,1322,1342,G00000796,NULL,720,720
992190.92701956,170069.62677414,411,18 AVE,NULL,NULL,NULL,NULL,NULL,G00000797,NULL,1026,1026
981637.64153168,169598.33506580,412,9 AVE,NULL,6301,6323,6302,6324,G00000802,NULL,1087,1087
1004509.30756647,186445.20688381,413,HERKIMER ST,NULL,787,809,790,806,G00000805,NULL,704,705
987433.54841097,189775.20186423,414,PACIFIC ST,NULL,277,327,276,330,G00000807,NULL,24,24
1006326.10511398,192629.21813781,415,CENTRAL AVE,NULL,293,317,322,340,G00000808,NULL,869,869
985064.73753180,156383.68662640,416,CROPSEY AVE,NULL,NULL,NULL,2254,2270,G00000809,NULL,1051,1051
996351.99481288,172911.92571551,417,FLATBUSH AVE,NULL,1161,1219,1172,1216,G00000811,NULL,1012,1013
988218.84703722,157548.94020139,418,STILLWELL AVE,NULL,1939,1951,NULL,NULL,G00000812,NULL,1031,1049
986039.53052972,181416.36539952,419,FOURTH AVE,NULL,599,619,NULL,NULL,G00000814,NULL,121,115
981468.97060918,168521.72304581,420,67 ST,NULL,935,950,NULL,NULL,G00000815,NULL,1068,1068
1006421.19159422,177593.94997166,421,E  91 ST,NULL,NULL,NULL,NULL,NULL,G00000816,NULL,961,961
985815.18386555,148015.07508281,422,SURF AVE,NULL,2802,2826,2801,2825,G00000817,NULL,1042,1045
999466.28796092,195587.00257656,423,MOORE ST,NULL,13,45,8,38,G00000818,NULL,346,347
993947.72796789,157940.57819764,424,T AVE,NULL,601,619,602,620,G00000820,NULL,1031,1037
987310.38248277,185394.98818372,425,3 ST,NULL,169,225,170,228,G00000823,NULL,523,523
988917.28101769,193108.32311268,426,GOLD ST,NULL,235,285,226,278,G00000825,NULL,50,51
982117.10251501,176550.89793231,427,FOURTH AVE,NULL,NULL,NULL,4102,4124,G00000827,NULL,140,139
987962.89118431,185597.48548214,428,FIRST ST,NULL,177,191,0,0,G00000828,NULL,215,523
996580.50600284,202658.25385398,429,N  14 ST,NULL,NULL,NULL,NULL,NULL,G00000832,NULL,386,276
986731.73206527,185762.07570414,430,3 ST,NULL,121,167,122,168,G00000834,NULL,221,221
997605.96540206,179227.09828856,431,FENIMORE ST,NULL,287,361,294,360,G00000835,NULL,933,933
987893.26533930,157226.17837973,432,25 AVE,NULL,NULL,NULL,NULL,NULL,G00000836,NULL,1049,1050
1006622.08877397,164098.41168247,433,O AVE,NULL,5701,5723,5702,5724,G00000837,NULL,1000,1001
996968.14023414,175112.84470606,434,LOTT ST,NULL,73,93,72,100,G00000840,NULL,1016,1016
977299.73862614,164582.89906652,435,GATLING PL,NULL,41,73,42,74,G00000841,NULL,1080,1080
990793.09549764,170889.68746997,436,DITMAS AVE,NULL,201,221,NULL,NULL,G00000842,NULL,1022,1027
982828.92343389,165450.71048706,437,73 ST,NULL,1301,1379,1302,1380,G00000845,NULL,1072,1072
1005922.01980010,177340.63700244,438,E  59 ST,NULL,NULL,NULL,NULL,NULL,G00000846,NULL,953,953
1000933.58591342,165419.13425322,439,E  36 ST,NULL,1251,1285,1252,1286,G00000848,NULL,1008,1008
994282.72729789,171784.73472843,440,MARLBOROUGH RD,NULL,443,501,448,504,G00000851,NULL,1024,1025
1002485.54192897,180023.74695773,441,SCHNECTADY AVE,NULL,NULL,NULL,NULL,NULL,G00000852,NULL,949,948
1018431.61043047,180636.32775356,442,STANLEY AVE,NULL,461,483,462,484,G00000854,NULL,984,984
991885.20108902,175439.92738523,443,E  8 ST,NULL,NULL,NULL,80,NULL,G00000855,NULL,921,926
989304.12701888,188380.35557256,444,3 AVE,NULL,77,93,82,96,G00000859,NULL,32,31
976257.08402470,171064.71301071,445,RIDGE BLVD,NULL,6901,6927,NULL,NULL,G00000864,NULL,1101,1100
990869.92900539,154975.42008597,446,AVE W,NULL,NULL,NULL,NULL,NULL,G00000865,NULL,1038,1038
998694.83297497,199871.27878489,447,LEONARD ST,NULL,317,331,312,332,G00000877,NULL,302,302
1000032.92577122,177480.03157273,448,E  37 ST,NULL,119,120,171,172,G00000878,NULL,937,937
1006501.04734939,193953.72500323,449,HARMAN ST,NULL,245,253,242,250,G00000879,NULL,854,857
1022489.73863310,184355.42612243,450,BLAKE AVE,NULL,1459,1481,1460,1482,G00000883,NULL,981,981
976132.99883364,170663.50681998,451,RIDGE BLVD,NULL,7001,NULL,NULL,NULL,G00000884,NULL,1098,1100
1012072.22862826,171949.42600010,452,K AVE,NULL,9301,9323,9308,9318,G00000885,NULL,988,988
998019.39141247,176000.84817939,453,ERASMUS ST,NULL,NULL,NULL,136,NULL,G00000887,NULL,993,993
982927.71867593,177570.08470627,454,FOURTH AVE,NULL,NULL,NULL,954,966,G00000890,NULL,136,135
975058.92190191,163436.29725330,455,97 ST,TOMPKINS ST,301,371,300,370,G00000893,NULL,1081,1081
988376.87001514,182866.39383148,456,NINTH ST,NULL,313,379,320,372,G00000894,NULL,541,542
996599.44674581,189082.18979881,457,GATES AVE,NULL,273,321,262,310,G00000896,NULL,110,110
993652.08349278,153017.49719392,458,AVE Z,NULL,NULL,NULL,NULL,NULL,G00000897,NULL,1037,1037
990780.01317472,187862.50752690,459,FIFTH AVE,NULL,25,27,22,30,G00000898,NULL,163,162
980978.92729793,168410.36828164,460,FORT HAMILTN PKWY,NULL,6801,6823,6802,6824,G00000899,NULL,1071,1087
991886.72684056,170025.37374585,461,OCEAN PKWY,NULL,NULL,NULL,602,624,G00000901,NULL,1026,1028
1001792.55299343,178679.04984397,462,TROY AVE,NULL,NULL,NULL,683,NULL,G00000902,NULL,946,946
997021.59485164,165568.12002914,463,AVE L,NULL,2101,2115,2102,2116,G00000903,NULL,1008,1008
994616.97859789,174110.85064706,464,BEVERLEY RD,NULL,1707,1721,1710,1722,G00000904,NULL,1018,1018
1003977.70610343,190474.76739423,465,QUINCY ST,NULL,709,773,740,806,G00000905,NULL,684,685
990677.56745180,179254.50463254,466,16 ST,NULL,535,587,506,558,G00000908,NULL,573,573
1001698.35518313,193586.04069923,467,BROADWAY,NULL,885,901,882,902,G00000909,NULL,812,517
1006944.25676480,163496.55429039,468,T AVE,NULL,NULL,NULL,NULL,NULL,G00000910,NULL,1001,1001
982759.57317889,148320.94225323,469,ATLANTIC AVE,NULL,3800,3844,3801,3843,G00000912,NULL,1043,1043
1016302.46114547,182011.17720202,470,LIVONIA AVE,NULL,NULL,NULL,NULL,NULL,G00000916,NULL,809,809
999689.01897872,185633.13009589,471,BKLYN AVE,NULL,97,117,98,120,G00000917,NULL,626,625
983889.60208680,164278.04255681,472,74 ST,NULL,1501,1579,1502,1580,G00000918,NULL,1412,1412
1008895.13868980,188233.11833423,473,BROADWAY,NULL,1713,1739,1710,1744,G00000919,NULL,915,717
983631.18085168,183952.05406173,474,BAY ST,NULL,155,205,156,206,G00000920,NULL,248,248
1010601.44387346,172244.27424203,475,REMSEN AVE,NULL,1221,1221,1230,1230,G00000921,NULL,987,990
989944.26681472,171180.90539148,476,39 ST,NULL,NULL,NULL,NULL,NULL,G00000925,NULL,1027,1027
988094.52641972,158404.08776931,477,STILLWELL AVE,NULL,NULL,NULL,NULL,NULL,G00000928,NULL,1031,1050
